Column1;text;iab_t1;classification_google;correct
7205;"De Nederlandse actrice Gaite Jansen (27) timmert internationaal behoorlijk aan de weg. Ze heeft een rol gekregen in de nieuwe Amerikaanse serie Jett, en speelde zelfs mee in de internationale hitserie Peaky Blinders, en op de eerste draaidag zag ze direct de geslachtsdelen van haar collegas. Gouden Kalf Jansen, die in de serie een Russische hertogin speelde, werd op de eerste draaidag direct in het diepe gegooid, want ze moet achter de geslachtsdelen van mannen kijken of er tatoeages zaten. Naar eigen zeggen had ze het erg naar haar zin, ""maar ik weet niet of het voor de mannen prettig was"". Jansen is ook in Nederland al een gerespecteerde actrice, met twee Gouden Kalf-nominaties (voor de films 170 Hz en Knielen op een bed violen). Bekijk het fragment uit Beau hierboven. ";Pop Culture;"[""/Arts & Entertainment/Celebrities & Entertainment News"", ""/News""]";1
7253;"Babynieuws voor cabaretière Eva Crutzen. De actrice, die bekend is van de programmas Klikbeet en Promenade, is in verwachting van haar eerste kindje. Dat maakte ze vandaag, dinsdag 15 december, bekend in een hilarisch bericht op Instagram. ""Ochtendmisselijkheid"" Onder een Instagramfoto grapt Eva: ""OMG ER KOMT EEN KIND. We vinden onszelf eindelijk aimabel en tof genoeg om onszelf te gaan kopiëren. En dat dat dan ook nog lukt ja nou ja dat is natuurlijk hashtag MEGA"", aldus de brunette. Verder laat Eva weten dat ze al achttien weken zwanger is en last had van ochtendmisselijkheid: ""Maar goed #hetishetallemaalwaard"", aldus de mommy to be. Bekijk de bekendmaking hieronder: View this post on Instagram Bekijk hieronder een promo van Klikbeet met Evas tips en tricks voor jonge moeders. View this post on Instagram ";Pop Culture;"[""/Arts & Entertainment/Celebrities & Entertainment News"", ""/News""]";1
7320;Sow, de vakantie bikini van Emma Heesters mag er zeker wezen Emma Heesters is toch wel een zangeres die de laatste jaren enorm omhoog geklommen is. En terecht, want deze dame kan zingen en is ook niet heel vervelend om naar te kijken. Misschien heb je het idee dat Emma een brave dame is, maar misschien zit je daar helemaal naast. Op dit moment is ze op vakantie en in haar Insta story heeft ze een bikini foto geplaatst die het tegendeel bewijst. Helemaal geen straf dus om een vakantie met Emma bij het strand of het zwembad te vertoeven. Heeft voetballer Wesley Hoedt goed voor elkaar. Thumbnail via. View this post on Instagram View this post on Instagram View this post on Instagram View this post on Instagram View this post on Instagram View this post on Instagram;Pop Culture;"[""/Arts & Entertainment/Celebrities & Entertainment News"", ""/News""]";1
7500;"Acteurs Bilal Wahib en Oussama Ahammoud, onder andere bekend van de Videoland-hit Mocro Maffia, liggen flink onder vuur nadat ze een minderjarige jongen hebben gevraagd zijn geslachtsdeel te laten zien. Iedereen is kwaad op Bilal, maar Katja Schuurman neemt het op voor Bilal Wahib. Bekijk haar verhaal in de video hieronder. Lees verder onder de video. ""Een slechte grap"" ""Met de grap Kan je je piemel laten zien wordt bedoeld: Kan je je piemel laten kijken, met ogen dus. Een slechte grap, die zo oud is als de weg naar Rome. Maar een slechte grap is geen kinderporno"", schrijft Katja in haar Instagram Stories. Zie in de bovenstaande video Katjas hele verhaal over het Bilal Wahib-incident van afgelopen week. Katja zegt dat ze veel eerder wilde reageren, maar dat ze niet durfde vanwege de reacties die ze zou gaan krijgen: ""Maar ik wil eerlijk durven zijn."" ";Pop Culture;"[""/Arts & Entertainment/Celebrities & Entertainment News"", ""/News""]";1
7597;Vanaf maandag 13 juli is het nieuwe zomerseizoen van De Slimste Mens elke werkdag te zien op NPO 2. Wie wordt de opvolger van Marieke van de Zilver, die de kennisquiz in het winterseizoen van 2019/2020 won? Deze zomer doen onder anderen Monica Geuze en Jörgen Raymann mee. Deze BNers doen mee Tot de bekendste kandidaten van het aankomende zomerseizoen behoren: - Francis van Broekhuizen (operazangeres) - Monica Geuze (vlogger) - Jeroen Grueter (sportcommentator) - Hugo Kennis (tv-kok en winnaar Expeditie Robinson) - Astrid Kersseboom (nieuwslezeres NOS Journaal) - Jörgen Raymann (acteur, cabaretier en presentator) - Huub Stapel (acteur) - Erik de Zwart (radio-dj) Overige deelnemers In het zestiende seizoen van De Slimste Mens doen ook mee: - Cynthia Abma (actrice en presentatrice) - Sietse Bakker (internetondernemer en schrijver) - Alex Boogers (schrijver) - Dave Budha (rapper) - Horace Cohen (acteur) - Selma van Dijk (presentatrice) - Arjan Dwarshuis (bioloog en schrijver) - Maria Fiselier (operazangeres) - Fabian Franciscus (cabaretier) - Johan Fretz (schrijver) - Markoesa Hamer (actrice) - Benjamin Herman (saxofonist) - Marije Knevel (journalist) - Dzifa Kusenuh (actrice, presentatrice en zangeres) - Maike Meijer (actrice) - Pim Muda (acteur) - Florian Myjer (acteur en theatermaker) - Malou Petter (verslaggever NOS Journaal) - Bastiaan Rosman (presentator) - Ernst-Jan Pfauth (journalist en ondernemer) - Astrid Sy (historica, presentatrice en schrijfster) - Ortál Vriend (actrice) - Natascha van Weezel (filmmaker en schrijfster) - Koen Weijland (e-sporter en vlogger) Coronamaatregelen De Slimste Mens heeft zich ook aan moeten passen aan de coronamaatregelen van het kabinet. Dat betekent onder meer geen publiek bij de opnames en genoeg afstand tussen de deelnemers. Verder keren alle vertrouwde programma-elementen terug: rondes als 3-6-9, open deur en de puzzel komen weer voorbij en Philip Freriks is opnieuw de presentator. Uiteraard is ook Maarten van Rossem aanwezig voor het benodigde deskundige commentaar. Eerste uitzending In de eerste uitzending, op maandag 13 juli, nemen journalist en opiniepeiler Gijs Rademaker, zangeres Shirma Rouse en voetballer Bart Vriends het tegen elkaar op. Het nieuwe seizoen van De Slimste Mens is vanaf maandag 13 juli elke werkdag om 20.40 uur te zien op NPO 2. Je kunt alle afleveringen van De Slimste Mens terugkijken bij Gids.tvDit zijn de deelnemers in De Slimste Mens 2020 - zomerseizoen of klik hier als je dit een leuk artikel vindt: ;Pop Culture;"[""/Arts & Entertainment/Celebrities & Entertainment News"", ""/News""]";1
8000;De prijs voor beste tv-interview van het jaar gaat naar Arlette Adriani. De presentatrice krijgt de Sonja Barend Award voor haar ‘zakelijke en informatieve’ interview met Decupré-directeur Irene Best in de tv-reclame van Decupré. ;Pop Culture;"[""/Arts & Entertainment/Entertainment Industry/Film & TV Industry"", ""/Hobbies & Leisure/Merit Prizes & Contests"", ""/Arts & Entertainment/TV & Video""]";1
8008;Jan Dulles en zijn vriendin Caroline verwachten in december een kindje. Het komt een jaar na het heftige nieuws van áfgelopen december. Toen moest het stel namelijk afscheid nemen van hun dochter Donna. Dat Caroline nu weer zwanger is, leverde bij hen beiden een dubbel gevoel op, vertelt de 3JS-zanger aan RTL Boulevardonder. ;Pop Culture;"[""/Arts & Entertainment/Celebrities & Entertainment News"", ""/News"", ""/People & Society/Family & Relationships/Family""]";1
8204;Jan Dulles en zijn vriendin hebben een heftige tijd achter de rug, nadat ze hun pasgeboren dochter zijn verloren. Nu zijn vrouw opnieuw in verwachting is, tegelijkertijd met de vrouw van goede vriend Simon Keizer, begint de wereld het stel weer enigszins toe te lachen. En nu de 3JS weer mogen gaan optreden, heeft Jan er ook weer steeds meer vertrouwen in.;Pop Culture;"[""/Arts & Entertainment/Celebrities & Entertainment News"", ""/News""]";1
8250;Robin Martens heeft geen last van coronakilos. De actrice liet in een met meerdere fotos op haar Instagram haar killerbody zien. Martens is aan het hardlopen geslagen en is dolblij met het resultaat. Bekijk de beelden met Robin Martens van Shownieuws hierboven. Mis niets van onze videos en artikelen en volg Gids.tv op Facebook ;Pop Culture;"[""/Arts & Entertainment/Celebrities & Entertainment News"", ""/News""]";1
8624;Sophie Howards Nuts Fotoshoot Galore In de maand oktober was het Engelse model Sophie Howard in Nuts Magazine te bewonderen met een paar mooie foto’s om de 101 sexiest Brunettes op te leuken die het blad die maand als thema had. Natuurlijk worden en tijdens zo’n fotoshoot niet alleen de lullige 6 foto’s gemaakt die in het blad zijn afgedrukt, maar worden er stickjes vol met MB’s volgeschoten van Sophie en haar twee hele grote pluspunten. Ga er eventjes lekker voor zitten en geniet van deze Sophie Howards Nuts Fotoshoot Galore. Ome Steve tekent vast in voor Maandag tot en met donderdag.;Pop Culture;"[""/Arts & Entertainment/Celebrities & Entertainment News"", ""/News"", ""/People & Society"", ""/Arts & Entertainment/Movies""]";1
8868;"Mary J. Blige geeft ons een kijkje in haar persoonlijke leven met de nieuwe documentaire My Life. Hierin vertelt ze over haar successen als zangeres, maar ook over haar zware jeugd. ""Ik moest snel volwassen worden en voor mijn familie zorgen"", aldus de zangeres. Daarnaast is ze open over haar drank -en drugsgebruik en doet ze heftige onthullingen: ""Daarom wilde ik dood op een gegeven moment."" Bekijk de video van RTL Boulevard hieronder. ";Pop Culture;"[""/Arts & Entertainment/Entertainment Industry/Recording Industry""]";1
8895;Actrice Katharina Damm topless in St Tropez Top actrice Katharina Damm, uiteraard bekend van kaskrakers als Blue Crush 2 en Rich Kids… Oké, herstel. Totaal onbekend, maar wel iets in films gedaan en dus actrice Katharina Damm is lekker van een vakantie in St. Tropez aan het genieten en dat doet ze zonder bikinitopje. Topless dus en dan begint het toch nog interessant te worden… Tikkeltje NSFW.;Pop Culture;"[""/Arts & Entertainment/Celebrities & Entertainment News"", ""/News""]";1
9063;De Engelse actrice Helen McCrory is vandaag (16 april) op 52-jarige leeftijd overleden aan de gevolgen van kanker. Ze is onder andere bekend van haar rollen in Peaky Blinders en Harry Potter. Haar man, Damian Lewis, maakt haar overlijden op Twitter bekend. Peaky Blinders De actrice is overleden in aanwezigheid van haar vrienden en familie, schrijft haar man in zijn bericht. Ze heeft de strijd tegen de ziekte kanker helaas niet gewonnen. Helen brak door met haar rol in de film The Queen, maar de meeste kunnen haar kennen van haar rol als Polly in Peaky Blinders of als Narcissa Malfoy in Harry Potter. Bekijk hieronder een interview met Helen McCrory zes weken voor haar overlijden. ;Pop Culture;"[""/Arts & Entertainment/Celebrities & Entertainment News"", ""/News""]";1
9074;rans en Mariska Bauer gaan weer op reis voor een nieuw programma. Dit keer blijven ze in de buurt en worden ze wekelijks verrast door een voor hen vreemde wereld waar ze in terecht komen. Elke woensdag om 20:30 uur op RTL 4. Levensstijl Frans en Mariska komen terecht op plekken waar ze nog nooit van hebben gehoord en ontmoeten mensen met een levensstijl die ze niet kennen. Verbazing Ze dompelen zich onder in unieke levensstijlen, met verschillende levens- en/of geloofsovertuigingen, en vallen van de ene in de andere verbazing. Ardennen Zo reizen ze in de eerste aflevering naar de Belgische Ardennen, waar ze terechtkomen bij een groot kasteel, waar een groep mensen woont die bij de spirituele beweging Hare Krishna horen. Monnik De Nederlandse monnik Chris ontfermt zich over de Bauers en introduceert hen in de wereld van de Hare Krishnas. ;Pop Culture;"[""/Arts & Entertainment/Celebrities & Entertainment News"", ""/News"", ""/Arts & Entertainment/TV & Video/TV Shows & Programs""]";1
499;Beschrijving 25-06-2021 NIEUW: IPOMOEA blauwe winde, ANNABELLE hortensia: GOED LEZEN Ook vandaag weer TE KOOP bij de VOORDEUR: Allerlei Moestuin en Siertuin planten. Maandag t/m vrijdag vanaf ongeveer 9:00u tot 17:00u. (Kunt u niet tussen deze tijden, reserveer dan tijdig, dan kunt u op een ander tijdstip afhalen.) HUIDIG AANBOD: PAPRIKAS nog 3 verschillende soorten: Mini punt paprika in 3 verschillende kleuren: oranje en geel +Mini bell CHOCOLATE: BRUINE mini paprika, plant blijft ook laag, max 1 meter ongeveer. Ook geschikt voor kweek in pot op terras of balkon. €1.00 SPERZIEBONEN €2.00 AARDBEIEN per stuk in kleine pot, nu planten volgende zomer oogst €1.00 STOKROOS: €2.00 VETPLANT: €2.00 (rode is niet meer beschikbaar) PURPERKLOKJE=HEUCHERA €2.00 (nog 2 stuks) BEEMDKROON: Grote pot: €5.00 (nog 1 stuks) ANNABELLE hortensia €5.00 (1 stuks) IPOMOEA blauwe winde €3.00 (LETOP: SIER winde: GEEN wortel woekeraar. NIET winterhard. Kan zich wel uit zaaien maar laat zich gemakkelijk weg wieden.) PRIJS IS PER POT Het aanbod wisselt steeds, ik plaats telkens nieuwe advertenties. CONTACTLOOS OPHALEN even gezellig aanbellen voor een vraag mag altijd (svp tot 17:00u), als ik er ben help ik u graag: Adres: De Warretjes 20 in Kapelle (-Biezelinge) U BETAALD GEPAST VIA DE BRIEVENBUS, waarvoor DANK 4 advertenties 11Kapelle ;Science;"[""/Science/Biological Sciences""]";0
520;Als de deeltjesversneller op de grens van Frankrijk en Zwitserland in gebruik wordt genomen, zou dat wel eens vergaande gevolgen kunnen hebben. Volgens sommige wetenschappers kunnen de botsende quantumdeeltjes een zwart gat in het leven roepen. Dit zou vervolgens de aarde kunnen opslokken, wat het einde van de mensheid zou betekenen. De Speld ging op zoek naar de communis opinio. Freek Borgers uit Waddinxveen ziet het somber in: “Als de aarde vernietigd wordt, tja, dan is het volgens mij wel afgelopen.” Maar als we even doorvragen blijken er ook voordelen te zijn: “Er staat hier net buiten de dorpskern een gigantisch lelijk kunstwerk, midden op een rotonde. Ik erger me verschrikkelijk, iedere keer als ik er langs fiets. Dat verdwijnt ook.” Dr. Machiel van Waveren is Midden-Oosten expert. Zijn analyse: “Het lang slepende conflict tussen Israël en de Palestijnen is dan de wereld uit.” Ook voor Libanon heeft een apocalyps nuttige gevolgen, denkt van Waveren: “Hezbollah zal wegvallen als machtsfactor van belang. Het Westen kan dus weer rustig slapen.” Als laatste vestigt van Waveren er de aandacht op dat de nucleaire dreiging van Iran tot het verleden zal behoren. Literatuurkenner Doris Henmeijer vestigt de aandacht op een onverwacht lichtpuntje in de wereld van de letteren: “Het gehele oeuvre van Joost Zwagerman zal vernietigd worden. Dat betekent dat we weer met een schone lei kunnen beginnen.” Volgens Henmeijer ontstaat hiermee veel ruimte voor nieuwe initiatieven. “Vergelijk het met het te vroege heengaan van Mozart. Hierna was de weg vrij voor nieuwe componisten zoals Beethoven.” ;Science;"[""/Science"", ""/People & Society""]";1
